,Full.ID,Sample.Type,Upper.Depth,Lower.Depth,Depth,Climo,Site,Horizon,Category,Pit,EEMT,AI,MAP,MAT,Elevation,CIW,pH.CaCl2,pH.DI,Silt.Percent,Sand.Percent,Clay.Percent,Random.Pit,P.Stock.kg.m2.43cm.pit,N.Stock.kg.m2.43cm.pit,P.Stock.Pit.O.A.B.CwGeo,N.Stock.Pit.O.A.B.CwGeo,N.mmol.kgsoil,P.mmol.kgsoil,soil.molar.N.P,soil.N.mg.kg,soil.P.mg.kg,soil.mass.N.P,Olsen_P,Olsen_P.mmol.kg,Olsen.percent.of.total,soil.P.percent,P.Stock.kg.m2,soil.N.percent,N.Stock.kg.m2,soil.C.mg.kg,soil.C.percent,soil.molar.C.N,soil.molar.C.P,MB.N.P,MB.N.P.molar,MB.C.mmol.kg,MB.N.mmol.kg,MB.P.mmol.kg,MBP.percent,MBN.percent,MBC,MBP,MBN,mmolMBP.mmolMBC,mmolMBN.mmolMBC,MB.N.P.MBC,mmolMBP.mmolSOC,mmolMBN.mmolSOC,mmolMBC.mmolSOC,MBC.percent,MB.C.N.molar,MB.C.P.molar,Enzyme.N.P.molar,Enzyme.N.P.mass,NAG.corr,AP.corr,BG.corr,NAG.SOC,AP.SOC,NAG.MBC,AP.MBC,BG.SOC,BG.MBC,Enzyme.C.N.molar,Enzyme.C.P.molar,Root.N.mg.kg,Root.P.mg.kg,Root.N.mmol.kg,Root.P.mmol.kg,Root.N.P.mmol.kg,Root.N.P.mg.kg,Root.C.mg.kg,Root.C.mmol.kg,Root.C.N.mmol.kg,Root.C.P.mmol.kg,NMR.Ortho.Percent,NMR.DNA.Percent,NMR.Pyro.Percent,NMR.Phosphonate.Percent,NMR.Phospholipid.A.B.RNA.Corr.Percent,NMR.Diester.2.Percent,NMR.Mono.A.B.RNA.Corr.Percent,NMR.Die.Region.A.B.RNA.Percent,NMR.Mono.Die.Region.A.B.RNA,NMR.Total.Inorganic.Percent,NMR.Total.Organic.Percent,Ca.Pi.Percent,Ca.Po.Percent,Al.Pi.Percent,Al.Po.Percent,Fe.Pi.Percent,Fe.Po.Percent,Na.Pi.Percent,Na.Po.Percent,XANES.Total.Inorganic.Percent,XANES.Total.Organic.Percent,C.mmol.kgsoil,C.g.kg.Bd.thick.gravel.weighted,P.Stock.kg.m2.43cm.pit.log,N.Stock.kg.m2.43cm.pit.log,P.Stock.Pit.O.A.B.CwGeo.log,N.Stock.Pit.O.A.B.CwGeo.log,N.mmol.kgsoil.log,P.mmol.kgsoil.log,C.mmol.kgsoil.log,soil.molar.N.P.log,soil.molar.C.N.log,soil.molar.C.P.log,soil.N.mg.kg.log,soil.P.mg.kg.log,soil.C.mg.kg.log,soil.mass.N.P.log,Olsen_P.log,Olsen_P.mmol.kg.log,Olsen.percent.of.total.log,soil.P.percent.log,soil.C.percent.log,P.Stock.kg.m2.log,soil.N.percent.log,N.Stock.kg.m2.log,MB.N.P.log,MB.C.N.molar.log,MB.C.P.molar.log,MB.N.P.molar.log,MB.C.mmol.kg.log,MB.N.mmol.kg.log,MB.P.mmol.kg.log,MBP.percent.log,MBN.percent.log,MBC.percent.log,MBC.log,MBP.log,MBN.log,mmolMBP.mmolMBC.log,mmolMBN.mmolMBC.log,MB.N.P.MBC.log,mmolMBP.mmolSOC.log,mmolMBN.mmolSOC.log,mmolMBC.mmolSOC.log,Enzyme.N.P.molar.log,Enzyme.C.N.molar.log,Enzyme.C.P.molar.log,Enzyme.N.P.mass.log,BG.corr.log,NAG.corr.log,AP.corr.log,NAG.SOC.log,AP.SOC.log,BG.SOC.log,NAG.MBC.log,AP.MBC.log,BG.MBC.log,Root.N.mg.kg.log,Root.P.mg.kg.log,Root.C.mg.kg.log,Root.N.mmol.kg.log,Root.P.mmol.kg.log,Root.C.mmol.kg.log,Root.N.P.mmol.kg.log,Root.C.N.mmol.kg.log,Root.C.P.mmol.kg.log,Root.N.P.mg.kg.log
24,BAR 3 5-16,Soil,5,16,10.5,WM,BAR,A,A,C,2.777,1.58,538.4,0.1,3870,42.56114166,5.17,5.98,30.8,61.22,7.99,T,NA,NA,NA,NA,173.75,50.75,3.42364532,2434.2375,1571.7275,1.548494238,1.915116967,0.06183781,0.121847901,0.15717275,0.0494,0.24342375,0.08,25430,2.543,12.18791367,41.7270936,33.15741589,73.31385481,32.33940155,1.438132682,0.019616111,6.08E-05,0.002014349,388.428552,0.607510944,20.14349303,0.00060657,0.044469984,73.31385481,9.26E-06,0.000679117,0.015271363,0.038842855,22.48763951,1648.655538,0.150292266,0.067972189,9.471637017,63.02145318,42.32128612,4.47E-06,2.98E-05,0.000292882,0.001948751,2.00E-05,0.00130866,4.468212416,0.67153777,11070.33792,1042.603254,790.3601791,33.66494201,23.4772476,10.61797753,342500,28516.23969,36.08005621,847.0604131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117.65,NA,NA,NA,NA,NA,2.242417184,1.705436047,3.325854183,0.534488767,1.085929369,1.620418136,3.386541323,3.196377252,4.40534636,0.189909594,0.282195304,-1.208745901,-0.914181948,-0.803622748,0.40534636,-1.306273051,0.094619158,0.033423755,1.520580677,1.351943871,3.217129926,1.865186055,1.509731979,0.157798956,-1.707387099,-4.216445894,-2.695865217,-1.410688854,2.589311146,-0.216445894,1.304134783,-3.217119078,-1.351933023,1.865186055,-5.033241282,-3.168055227,-1.816122204,-0.823063367,0.650133811,-0.172929556,-1.167668745,1.626558857,0.976425046,1.799488413,-5.349429136,-4.526365769,-4.699295325,-3.533306933,-2.710243566,-2.883173122,4.044160878,3.018119076,5.534660576,2.897825051,1.527177871,4.455092256,1.37064718,1.557267205,2.927914386,1.026041802
21,BAR 3 16-27,Soil,16,27,21.5,WM,BAR,B,B,C,2.777,1.58,538.4,0.1,3870,43.93697927,5.17,6.03,27.15,66.38,6.47,T,NA,NA,NA,NA,59.09,47.42,1.246098693,827.8509,1468.5974,0.563518758,1.804062196,0.058251928,0.12284253,0.14685974,0.0856,0.08278509,0.05,8040,0.804,11.33051278,14.11893716,14.59106627,32.26208332,11.59188513,0.604942097,0.018750869,5.81E-05,0.000847324,139.2301323,0.580714412,8.47324247,0.001617586,0.052186688,32.26208332,2.80E-05,0.000903546,0.017313725,0.013923013,19.16245328,618.2206642,NA,NA,NA,0.873724393,NA,NA,1.31E-06,NA,7.54E-05,NA,NA,NA,NA,11519.07336,1477.065637,822.3973784,47.69343355,17.24340894,7.798619825,387000,32221.26937,39.17968395,675.5913125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,0,19.2,0,0,0,0,37.3,62.7,37.3,669.52,1.795316258,NA,NA,NA,NA,1.778802204,1.67596155,2.825763555,0.09555244,1.054249565,1.149802005,2.918476413,3.166902755,3.905256049,-0.249091623,0.256251506,-1.234689699,-0.910651249,-0.833097245,-0.094743951,-1.067526235,0.034542267,0.021189299,1.16408703,1.282451109,2.791143517,1.508692408,1.064154069,-0.218286193,-1.726978601,-4.236037396,-3.071950366,-1.856266764,2.143733236,-0.236037396,0.928049634,-2.79113267,-1.282440261,1.508692408,-4.552742156,-3.044049747,-1.761609486,NA,NA,NA,NA,NA,NA,-0.058625539,NA,-5.884389094,NA,NA,-4.122779608,NA,4.061417544,3.169399795,5.587710965,2.915081717,1.678458589,4.508142646,1.236623128,1.593060928,2.829684056,0.892017749
22,BAR 3 27-36,Soil,27,36,31.5,WM,BAR,B,B,C,2.777,1.58,538.4,0.1,3870,44.01482758,5.05,6.02,29.29,64.09,6.61,T,NA,NA,NA,NA,48.83,46.79,1.04359906,684.1083,1449.0863,0.472069622,1.539753034,0.049717566,0.106256821,0.14490863,0.0694,0.06841083,0.03,6280,0.628,10.71124309,11.17824321,NA,NA,11.36597149,0.805916396,NA,NA,0.001128823,136.5166836,NA,11.28822919,NA,0.070906072,NA,NA,0.001540861,0.021731013,0.013651668,14.10351674,NA,0.169074371,0.07646671,2.320583332,13.7252223,11.8232252,4.44E-06,2.62E-05,0.000204169,0.001207571,2.26E-05,0.00104023,5.094936707,0.861423221,8191.547912,862.407862,584.8306819,27.84655673,21.00190295,9.498461543,331000,27558.76011,47.12263046,989.6649116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.03,NA,NA,NA,NA,NA,1.697490887,1.670153045,2.7185266,0.018533679,1.029839876,1.048373555,2.835759229,3.161094251,3.797959644,-0.325993945,0.187451069,-1.303490137,-0.973643182,-0.838905749,-0.202040356,-1.15864053,0.028738282,0.012837225,NA,1.149327418,NA,NA,1.055606562,-0.093710008,NA,NA,-2.947374181,-1.864814271,2.135185729,NA,1.052625819,NA,-1.149316571,NA,NA,-2.812236608,-1.662920037,-0.771922219,0.707138793,-0.064783425,-1.116527597,1.072735962,0.365597169,1.137519387,-5.352929431,-4.581007213,-4.645790638,-3.690009394,-2.918087175,-2.982870601,3.913365976,2.935712707,5.519827994,2.767030149,1.444771502,4.440259674,1.322258647,1.673229525,2.995488173,0.977653269
23,BAR 3 36-52,Soil,36,52,44,WM,BAR,B,B,C,2.777,1.58,538.4,0.1,3870,44.4926269,5.04,6.22,29.37,64.89,5.74,T,NA,NA,NA,NA,32.9,38.07,0.864197531,460.929,1179.0279,0.390920812,1.649362312,0.053256775,0.139891712,0.11790279,0.2018,0.0460929,0.08,4050,0.405,10.25015198,8.858156028,NA,NA,NA,NA,0.092908828,0.000287739,NA,NA,2.877386411,NA,NA,NA,NA,0.000275506,NA,NA,NA,NA,NA,0.349005911,0.157843755,8.594075096,24.62443996,16.3743925,2.55E-05,7.30E-05,NA,NA,4.86E-05,NA,1.905311778,0.664965072,9155.794621,754.327628,653.6725011,24.35672031,26.83745976,12.13768962,412200,34319.39854,52.50243582,1409.032008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.23,NA,NA,NA,NA,NA,1.530199698,1.580582877,2.527926203,-0.063386979,1.010730305,0.947343326,2.664575228,3.071524082,3.607455023,-0.407911208,0.217316067,-1.273625139,-0.854208015,-0.928475918,-0.392544977,-0.695078838,0.019570254,0.033423755,NA,NA,NA,NA,NA,NA,-1.031943017,-3.541001812,NA,NA,NA,0.458998188,NA,NA,NA,NA,-3.55986922,NA,NA,-0.457167218,0.279966052,-0.177201166,-0.801772596,1.214165196,0.934199144,1.391366362,-4.593727058,-4.136559841,-4.313761006,NA,NA,NA,3.961696042,2.877560014,5.615107987,2.815360215,1.386618809,4.535539668,1.428741406,1.720179453,3.148920859,1.084136028
25,BAR 3 52-91,Soil,52,91,71.5,WM,BAR,B,B,C,2.777,1.58,538.4,0.1,3870,46.45982914,4.93,6.14,25.51,69.57,4.92,T,NA,NA,NA,NA,9.49,38.48,0.246621622,132.9549,1191.7256,0.111498989,1.102566512,0.035601114,0.092518488,0.11917256,0.389,0.01329549,0.04,1200,0.12,10.57007376,2.606808732,NA,NA,1.679369863,NA,NA,NA,NA,20.17091142,NA,NA,NA,NA,NA,NA,NA,0.016741799,0.002017091,NA,NA,0.410649161,0.185722945,15.9432981,38.82462114,32.50960253,0.00015894,0.000387046,0.009493619,0.023118565,0.000324091,0.019358215,2.039076377,0.837345004,NA,NA,NA,NA,NA,NA,470500,39173.40372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.31,NA,NA,NA,NA,NA,1.020775488,1.585235063,2.00134423,-0.607968851,1.024078018,0.416109167,2.126958604,3.076176269,3.079181246,-0.952729071,0.042404798,-1.448536408,-1.033771471,-0.923823731,-0.920818754,-0.410050399,0.00573611,0.017033339,NA,NA,NA,NA,0.225146355,NA,NA,NA,NA,-2.695274478,1.304725522,NA,NA,NA,NA,NA,NA,NA,-1.776197875,-0.38652906,0.309433493,-0.077095567,-0.731134439,1.51201166,1.202578166,1.589107226,-3.798766064,-3.412237004,-3.489332571,-2.022568189,-1.636039129,-1.713134695,NA,NA,5.672559628,NA,NA,4.592991308,NA,NA,NA,NA
26,BAR 3 91-127,Soil,91,152,121.5,WM,BAR,B,B,C,2.777,1.58,538.4,0.1,3870,46.45982914,5.1,6.1,21,71.81,7.19,T,NA,NA,NA,NA,0,53.51,NA,0,1657.2047,NA,1.54491647,0.04988429,0.093224239,0.16572047,0.8462,0,0,600,0.06,NA,0.940571856,NA,NA,NA,0.292241393,NA,NA,0.000409334,NA,NA,4.093337516,NA,NA,NA,NA,0.005806505,NA,NA,NA,NA,0.224152377,0.101376658,29.71367556,132.5601629,93.09495211,0.000590377,0.00263382,NA,NA,0.001849691,NA,3.133067531,0.702284533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.33,NA,NA,NA,NA,NA,0,1.728434951,1.70182693,NA,NA,-0.026608021,0,3.219376156,2.77815125,NA,0.188905003,-1.302036202,-1.030471153,-0.780623844,-1.22184875,-0.072526979,0,0,NA,NA,NA,NA,NA,-0.534258271,NA,NA,-3.387922444,NA,NA,NA,0.612077556,NA,NA,NA,NA,-2.236085201,NA,-0.649456652,0.495969756,-0.153486896,-0.994062031,1.968926133,1.472956377,2.122413029,-3.228870553,-2.579413901,-2.732900798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,BAR 4 0-4,Soil,0,4,2,WM,BAR,A,A,D,2.777,1.58,538.4,0.1,3870,43.96039771,5.48,5.82,30.26,64.54,5.19,U,0.3774,0.3745,1.29,0.62,247.39,28.08,8.810185185,3465.9339,869.6376,3.984178816,8.252779815,0.266476584,0.948990685,0.08696376,0.0087,0.34659339,0.03,39580,3.958,13.31953596,117.3475783,2.69585938,5.960773416,94.32556507,3.60471883,0.60474012,0.00187288,0.005049022,1132.944362,18.72880151,50.49021523,0.006411201,0.038215714,5.960773416,0.000183526,0.001093957,0.028625836,0.113294436,26.16789979,155.9809214,0.079524254,0.035966173,2.985092252,37.53687852,10.78484943,9.06E-07,1.14E-05,3.16E-05,0.00039795,3.27E-06,0.000114336,3.612903227,0.287313433,8905.806452,846.451613,635.8247447,27.33134043,23.26357708,10.52134146,449800,37449.94047,58.89978454,1370.219678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295.12,37.47490944,-0.423198104,-0.426548178,0.11058971,-0.207608311,2.395134107,1.448397103,3.517871235,0.944985037,1.124489095,2.069474132,3.539945562,2.939338309,4.59747579,0.600338822,0.916600258,-0.574340947,-0.022738051,-1.060661691,0.59747579,-2.060480747,0.129236478,0.012837225,0.430697235,1.417768868,2.193071481,0.775302614,1.974629416,0.556871395,-0.218431218,-2.727490013,-2.296792778,-0.945791417,3.054208583,1.272509987,1.703207222,-2.193060634,-1.41775802,0.775302614,-3.736302454,-2.96099984,-1.54324182,-1.099500398,0.557856329,-0.541644069,-1.444105776,1.032814086,0.474957757,1.574458155,-6.042913478,-4.94341308,-5.485057149,-4.499671658,-3.400171261,-3.941815329,3.949673252,2.927602137,5.653019451,2.803337426,1.436660932,4.573451132,1.366676494,1.770113706,3.1367902,1.022071116
31,BAR 4 4-11,Soil,4,11,7.5,WM,BAR,A,A,D,2.777,1.58,538.4,0.1,3870,44.72265567,5.67,5.84,28.67,64.35,6.98,U,NA,NA,NA,NA,236.7,39.31,6.021368608,3316.167,1217.4307,2.723279997,2.398060532,0.077431725,0.196977169,0.12174307,0.0384,0.3316167,0.1,36810,3.681,12.94655682,77.95599084,23.23984938,51.38527529,87.50932961,3.862518797,0.075167814,0.000232795,0.005410114,1051.074558,2.327947189,54.10114204,0.000858969,0.044138366,51.38527529,2.45E-05,0.001260428,0.028556292,0.105107456,22.65659275,1164.215256,0.008212749,0.003714353,0.301785762,36.74600927,11.65467873,9.85E-08,1.20E-05,3.45E-06,0.00041991,3.80E-06,0.000133182,38.61904767,0.317168557,9130.985915,929.577465,651.9012983,30.01541702,21.71888193,9.82272727,454600,37849.58412,58.06029873,1261.004773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3064.45,NA,NA,NA,NA,NA,2.376029182,1.594503044,3.48635254,0.779695214,1.112154282,1.891849496,3.520767336,3.085444249,4.565965817,0.435092296,0.379860141,-1.111081064,-0.705584108,-0.914555751,0.565965817,-1.415668776,0.124379233,0.041392685,1.366233309,1.355194598,3.066033286,1.710838688,1.942054357,0.586870606,-1.123968082,-3.633026876,-2.266793567,-0.978366476,3.021633524,0.366973124,1.733206433,-3.066022438,-1.355183751,1.710838688,-4.610320621,-2.899481934,-1.544298183,-2.085511434,1.58680156,-0.498709874,-2.430116812,1.066500306,-0.520301254,1.56521018,-7.006653793,-4.921142359,-5.419852233,-5.462355611,-3.376844177,-3.87555405,3.960517673,2.968285587,5.657629431,2.814181846,1.477344382,4.578061112,1.336837464,1.763879266,3.10071673,0.992232086
29,BAR 4 11-24,Soil,11,24,17.5,WM,BAR,B,B,D,2.777,1.58,538.4,0.1,3870,43.82259682,4.86,5.8,27.93,63.1,8.96,U,NA,NA,NA,NA,150.93,45.49,3.31787206,2114.5293,1408.8253,1.500482646,NA,NA,NA,0.14088253,0.0558,0.21145293,0.08,21490,2.149,11.85251441,39.3251264,NA,NA,26.21170654,NA,NA,NA,NA,314.8288072,NA,NA,NA,NA,NA,NA,NA,0.014652416,0.031482881,NA,NA,0.256825076,0.116153432,11.90211839,46.34328774,NA,6.65E-06,2.59E-05,0.000454076,0.001768038,NA,NA,NA,NA,9436.5,1043.1,673.7132944,33.6809816,20.00278087,9.04659189,392500,32679.19439,48.50608509,970.256591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1788.9,3.564241966,NA,NA,NA,NA,2.181643538,1.657915937,3.252586064,0.520859635,1.073810492,1.594670127,3.325419045,3.148857142,4.332236415,0.176230977,NA,NA,NA,-0.851142858,0.332236415,-1.253365801,0.083306545,0.033423755,NA,NA,NA,NA,1.418495297,NA,NA,NA,NA,-1.501925536,2.498074464,NA,NA,NA,NA,NA,NA,NA,-1.834090767,-0.590362575,NA,NA,-0.934967953,NA,1.075624266,1.665986841,-5.176961798,-4.586599223,NA,-3.342871031,-2.752508456,NA,3.974810944,3.018325945,5.593839661,2.828475117,1.52738474,4.514271342,1.301090377,1.685796224,2.986886602,0.956484999
30,BAR 4 24-41,Soil,24,41,32.5,WM,BAR,B,B,D,2.777,1.58,538.4,0.1,3870,44.12667548,4.56,5.73,21.37,71.33,7.31,U,NA,NA,NA,NA,56.02,45.01,1.244612308,784.8402,1393.9597,0.562973964,1.493548818,0.048225664,0.107144333,0.13939597,0.2534,0.07848402,0.14,7640,0.764,11.35076758,14.12730504,1.640559702,3.627416449,4.958874434,0.414218682,0.114191102,0.00035365,0.000580184,59.56104083,3.536498435,5.80183682,0.023027625,0.083530787,3.627416449,0.000179582,0.00065142,0.007798566,0.005956104,11.97193296,43.42718653,0.167296786,0.075662767,2.359785749,14.105386,19.80486853,3.71E-06,2.22E-05,0.000475871,0.002844473,3.11E-05,0.003993823,8.392655366,1.404064272,11739.631,1419.630996,838.1439597,45.83890849,18.28455317,8.269494702,348300,28999.14243,34.59923811,632.6316089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.87,NA,NA,NA,NA,NA,1.756027213,1.653309013,2.803368336,0.095034092,1.055025231,1.150059323,2.895334242,3.144250218,3.883093359,-0.24951169,0.174219422,-1.316721783,-0.970030796,-0.855749782,-0.116906641,-0.596193389,0.032813715,0.056904851,0.21499204,1.078164276,1.637761694,0.559597418,0.695383111,-0.382770317,-0.942367735,-3.45142653,-3.23643449,-2.225037722,1.774962278,0.54857347,0.76356551,-1.637750847,-1.078153429,0.559597418,-3.745736071,-3.186138653,-2.107985224,-0.776512401,0.92389939,0.147386988,-1.12111778,1.296771964,0.372872574,1.149384975,-5.430495762,-4.65398336,-4.506596372,-3.322510537,-2.545998136,-2.398611148,4.069654446,3.152175473,5.541953474,2.923318619,1.661234268,4.462385155,1.262084352,1.539066536,2.801150887,0.917478973
32,BAR 4 41-70,Soil,41,70,55.5,WM,BAR,B,B,D,2.777,1.58,538.4,0.1,3870,44.35973318,4.77,6.13,23.81,69.77,6.41,U,NA,NA,NA,NA,28.39,31.63,0.897565602,397.7439,979.5811,0.405923612,0.948112043,0.030613886,0.096787499,0.09795811,0.3038,0.03977439,0.12,3500,0.35,10.27721029,9.224470439,NA,NA,4.569486833,NA,0.044649126,0.000138278,NA,54.88410635,1.382783426,NA,0.009771147,NA,NA,0.000153029,NA,0.015661263,0.005488411,NA,102.3446907,0.376203704,0.170144411,30.21381417,80.3123783,43.05635837,0.000103554,0.000275259,0.00661208,0.017575798,0.00014757,0.009422581,1.425055378,0.536111111,13926.63462,1540.384615,994.2837799,49.7379598,19.99044158,9.041011241,242100,20157.02665,20.27291107,405.2644445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.77,NA,NA,NA,NA,NA,1.468199586,1.500099192,2.465040635,-0.046933799,1.011875243,0.964941443,2.600694052,2.991040397,3.544068044,-0.391555686,-0.023140337,-1.514081542,-1.014180734,-1.008959603,-0.455931956,-0.51741223,0.016939116,0.049218023,NA,NA,2.010065318,NA,0.65986743,NA,-1.35018704,-3.859245835,NA,-2.260553403,1.739446597,0.140754165,NA,-2.01005447,NA,NA,-3.815227675,NA,-1.805173205,-0.424576933,0.153831741,-0.270745192,-0.769182312,1.634037295,1.480205554,1.904782487,-3.984835082,-3.560258148,-3.83100334,-2.179661876,-1.755084943,-2.025830135,4.143846182,3.187629172,5.383994789,2.997510355,1.696687967,4.30442647,1.300822388,1.306916115,2.607738503,0.956217009
33,BAR 4 70-102+,Soil,70,152,111,WM,BAR,B,B,D,2.777,1.58,538.4,0.1,3870,44.65057107,4.79,6.04,22.48,71.08,6.44,U,NA,NA,NA,NA,12.65,27.52,0.459665698,177.2265,852.2944,0.20789733,0.756791526,0.024436278,0.088794614,0.08522944,0.6285,0.01772265,0.13,1620,0.162,10.6743083,4.906613372,NA,NA,0.905335023,0.1890757,NA,NA,0.000264833,10.87397896,NA,2.648326611,NA,0.208846113,NA,NA,0.00140025,0.006704695,0.001087398,4.788334169,NA,0.232142857,0.104990486,6.087287141,26.22215999,13.57933285,4.51E-05,0.000194195,0.006723795,0.02896404,0.000100565,0.014999235,2.23076923,0.517857143,10504.48399,982.206406,749.9613749,31.71476933,23.64707015,10.69478261,337000,28058.31467,37.413013,884.7081428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.03,NA,NA,NA,NA,NA,1.135132651,1.43964843,2.130430268,-0.337557904,1.028339742,0.690781838,2.250972279,2.930589635,3.209515015,-0.682151088,-0.121023739,-1.611964945,-1.051613374,-1.069410365,-0.790484985,-0.201694718,0.00762944,0.053078443,NA,0.680184451,NA,NA,-0.043190679,-0.723364282,NA,NA,-3.577028456,-2.963611512,1.036388488,NA,0.422971544,NA,-0.680173604,NA,NA,-2.85379455,-2.173620946,-0.634244675,0.348454645,-0.285790029,-0.978850053,1.132878434,0.784423788,1.418668463,-4.346006479,-3.711761805,-3.997551834,-2.172385533,-1.538140859,-1.823930888,4.021374723,2.992202762,5.527629901,2.875038897,1.501261557,4.448061581,1.37377734,1.573022685,2.946800025,1.029171961
48,GR2 1 O ,Organic,1,0,0.5,WM,GR2,O,O,E,7.644,0.42,246.8,8.5,2220,39.34610878,NA,NA,NA,NA,NA,V,NA,NA,0.74,0.28,279.2,31.93,8.74412778,3911.592,988.8721,3.954405266,NA,NA,NA,0.09888721,8.00E-04,0.3911592,0,100730,10.073,30.03703438,262.6476668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463800,38615.56779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8386.34,100.73,NA,NA,-0.13076828,-0.552841969,2.447468131,1.504198919,3.923572466,0.941716495,1.477657052,2.419373547,3.592464563,2.995140124,5.003158834,0.597081176,NA,NA,NA,-1.004859876,1.003158834,-3.096910013,0.143376832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.666330744,NA,NA,4.586762425,NA,NA,NA,NA
54,GR2 S1 0-8,Soil,0,8,4,WM,GR2,A,A,E,7.644,0.42,246.8,8.5,2220,43.58186807,6.53,7.09,22.36,69.74,7.91,V,0.3868,0.1848,NA,NA,37.89,32.9,1.151671733,530.8389,1018.913,0.520870752,5.261970918,0.169905422,0.516429854,0.1018913,0.0702,0.05308389,0.04,6600,0.66,14.49828451,16.69726444,12.08083326,26.71174554,7.37759143,0.540206799,0.020223568,6.26E-05,0.000756651,88.61225066,0.626323897,7.566514569,0.002741215,0.073222651,26.71174554,3.68E-05,0.000983374,0.013429919,0.008861225,13.65731739,364.8107867,NA,NA,NA,9.669731679,NA,NA,1.76E-05,NA,0.00131069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435900,36292.63906,NA,NA,89.52,0.34,0.19,0,3.642284674,0,6.31,3.98,1.58,89.71,10.29,68.1,33.6,0,0,0,0,0,0,68.1,33.6,549.34,6.145652446,-0.412513535,-0.733298033,NA,NA,1.589837943,1.517195898,2.739841223,0.061328707,1.161316618,1.222645325,2.7257801,3.008137103,3.819543936,-0.283270029,0.721148443,-0.769792762,-0.28698866,-0.991862897,-0.180456064,-1.153662888,0.022462969,0.017033339,1.08209689,1.135365402,2.562067671,1.426702269,0.8679146,-0.267439954,-1.694142223,-4.203201018,-3.121104127,-2.052506233,1.947493767,-0.203201018,0.878895873,-2.562056823,-1.135354555,1.426702269,-4.433983446,-3.007281177,-1.871926623,NA,NA,NA,NA,NA,NA,0.985414423,NA,-4.7544268,NA,NA,-2.882500177,NA,NA,NA,5.639386869,NA,NA,4.55981855,NA,NA,NA,NA
